	Clean read rate	Mean Coverage	Raw reads	Total filtered	Cutted adapter	Coverage(>=1X)_chr10	Coverage(>=5X)_chr10	Coverage(>=10X)_chr10	Coverage(>=20X)_chr10	Coverage(>=1X)_chrX	Coverage(>=5X)_chrX	Coverage(>=10X)_chrX	Coverage(>=20X)_chrX	Coverage(>=1X)_chrY	Coverage(>=5X)_chrY	Coverage(>=10X)_chrY	Coverage(>=20X)_chrY	Mapping rate	Mismatch rate	Insert size_median	Total SNP_chr10	dbSNP rate_chr10	Novel SNP_chr10	Novel SNP rate_chr10	dbSNP TITV_chr10	Novel TITV_chr10	Total INDEL_chr10	Novel INDEL_chr10	Total SNP_chrX	dbSNP rate_chrX	Novel SNP_chrX	Novel SNP rate_chrX	dbSNP TITV_chrX	Novel TITV_chrX	Total INDEL_chrX	Novel INDEL_chrX	Total SNP_chrY	dbSNP rate_chrY	Novel SNP_chrY	Novel SNP rate_chrY	dbSNP TITV_chrY	Novel TITV_chrY	Total INDEL_chrY	Novel INDEL_chrY
NNR00008403.17290.WGS.report.html	94.21	32.75	700252928.0	40539036.0	5570738.0	0.97	0.96	0.95	0.86	0.97	0.97	0.95	0.85	0.1	0.06	0.04	0.02	99.35	1.82	377.0	186226.0	99.79	385.0	0.21	2.09	0.65	37229.0	113.0	107911.0	99.61	416.0	0.39	1.94	1.06	25764.0	89.0	18078.0	98.27	312.0	1.73	1.29	0.71	1532.0	304.0
NNR00008404.17291.WGS.report.html	94.1	26.02	558093066.0	32940476.0	4537355.0	0.97	0.96	0.93	0.72	0.97	0.96	0.93	0.71	0.1	0.06	0.04	0.01	99.22	1.93	368.0	179552.0	99.77	416.0	0.23	2.1	0.61	35523.0	81.0	107071.0	99.51	526.0	0.49	1.93	0.57	24923.0	121.0	17073.0	98.55	247.0	1.45	1.25	0.61	1541.0	318.0
NNR00008405.17292.WGS.report.html	93.92	30.96	651527018.0	39627066.0	5649083.0	0.97	0.96	0.94	0.84	0.97	0.95	0.82	0.17	0.43	0.42	0.36	0.09	99.22	1.94	376.0	189269.0	99.73	517.0	0.27	2.09	0.75	37492.0	149.0	81334.0	98.68	1073.0	1.32	1.9	0.64	20269.0	131.0	18180.0	98.0	364.0	2.0	1.17	0.78	1981.0	298.0
NNR00008406.17293.WGS.report.html	94.0	31.38	668494736.0	40110528.0	5081250.0	0.97	0.96	0.94	0.84	0.97	0.96	0.95	0.83	0.1	0.06	0.04	0.01	99.37	1.84	367.0	188317.0	99.81	358.0	0.19	2.09	0.62	37596.0	97.0	108984.0	99.59	444.0	0.41	1.93	0.75	25600.0	114.0	17802.0	98.59	251.0	1.41	1.29	0.73	1540.0	322.0
NNR00008407.17294.WGS.report.html	94.52	32.37	686228282.0	37603648.0	5698635.0	0.97	0.96	0.95	0.87	0.97	0.97	0.95	0.87	0.1	0.06	0.04	0.01	99.39	1.74	366.0	181142.0	99.8	360.0	0.2	2.08	0.72	36941.0	88.0	107043.0	99.69	331.0	0.31	1.93	0.77	25964.0	103.0	18092.0	98.44	282.0	1.56	1.26	0.67	1685.0	381.0
NNR00008408.17295.WGS.report.html	93.26	28.68	618465996.0	41684542.0	4996243.0	0.97	0.96	0.94	0.79	0.97	0.94	0.77	0.12	0.43	0.41	0.34	0.07	99.18	2.02	370.0	184851.0	99.75	459.0	0.25	2.09	0.63	36010.0	81.0	74056.0	98.54	1080.0	1.46	1.91	0.51	17917.0	117.0	18039.0	98.12	339.0	1.88	1.2	0.62	1941.0	301.0
NNR00008409.17296.WGS.report.html	93.8	30.84	652558488.0	40429366.0	5336314.0	0.97	0.96	0.94	0.83	0.97	0.96	0.94	0.83	0.1	0.06	0.04	0.01	99.3	1.9	370.0	185343.0	99.79	396.0	0.21	2.09	0.77	36714.0	89.0	109618.0	99.52	525.0	0.48	1.94	0.82	25907.0	120.0	17990.0	98.49	271.0	1.51	1.27	0.6	1626.0	356.0
NNR00008410.17297.WGS.report.html	93.58	28.66	621604180.0	39903506.0	5075482.0	0.97	0.96	0.94	0.79	0.97	0.96	0.94	0.78	0.1	0.06	0.04	0.01	99.24	2.0	372.0	182033.0	99.74	479.0	0.26	2.09	0.65	35913.0	120.0	109004.0	99.54	506.0	0.46	1.94	0.63	25427.0	95.0	17448.0	98.18	318.0	1.82	1.27	0.7	1519.0	323.0
NNR00008411.17298.WGS.report.html	93.67	31.68	658178620.0	41693460.0	5232182.0	0.97	0.96	0.94	0.84	0.97	0.94	0.82	0.18	0.43	0.41	0.36	0.1	99.23	1.78	382.0	184255.0	99.81	351.0	0.19	2.09	0.7	36980.0	91.0	78437.0	98.99	793.0	1.01	1.89	0.61	19485.0	134.0	19628.0	98.19	356.0	1.81	1.23	0.6	2293.0	327.0
NNR00008412.17299.WGS.report.html	93.13	27.55	610708270.0	41944048.0	4830806.0	0.97	0.96	0.93	0.77	0.97	0.96	0.93	0.77	0.1	0.06	0.04	0.01	99.22	1.98	382.0	183403.0	99.76	432.0	0.24	2.09	0.6	35637.0	127.0	106945.0	99.54	492.0	0.46	1.92	0.61	24648.0	93.0	17125.0	98.45	265.0	1.55	1.3	0.75	1520.0	316.0
NNR00008413.17300.WGS.report.html	93.22	28.91	626644434.0	42499570.0	4963208.0	0.97	0.96	0.94	0.79	0.97	0.96	0.94	0.79	0.1	0.06	0.04	0.01	99.25	1.93	381.0	182803.0	99.76	441.0	0.24	2.09	0.7	35820.0	105.0	105933.0	99.5	526.0	0.5	1.95	0.73	24769.0	103.0	17471.0	98.43	274.0	1.57	1.26	0.7	1582.0	328.0
NNR00008414.17301.WGS.report.html	93.12	27.31	587423596.0	40422180.0	4537156.0	0.97	0.96	0.93	0.76	0.97	0.93	0.74	0.09	0.43	0.41	0.33	0.06	99.18	1.96	384.0	182100.0	99.76	430.0	0.24	2.08	0.59	35332.0	107.0	73493.0	98.49	1111.0	1.51	1.89	0.47	17634.0	129.0	18210.0	98.3	310.0	1.7	1.23	0.61	1959.0	308.0
NNR00008415.17302.WGS.report.html	93.27	29.63	634034730.0	42640224.0	5113884.0	0.97	0.96	0.94	0.81	0.97	0.94	0.79	0.15	0.43	0.41	0.35	0.08	99.19	1.89	382.0	184667.0	99.8	373.0	0.2	2.09	0.57	36430.0	107.0	74640.0	98.87	842.0	1.13	1.92	0.5	18428.0	125.0	18902.0	97.92	394.0	2.08	1.2	0.52	2072.0	334.0
NNR00008416.17303.WGS.report.html	93.37	27.44	579040402.0	38397726.0	5157524.0	0.97	0.96	0.93	0.76	0.97	0.93	0.75	0.09	0.43	0.41	0.33	0.06	99.19	1.86	381.0	182744.0	99.78	393.0	0.22	2.1	0.51	36162.0	100.0	75294.0	98.71	971.0	1.29	1.91	0.52	18306.0	119.0	18068.0	98.35	298.0	1.65	1.17	0.55	2034.0	317.0
NNR00008417.17304.WGS.report.html	93.52	29.99	633872206.0	41065790.0	4924770.0	0.97	0.96	0.94	0.81	0.97	0.96	0.94	0.8	0.1	0.06	0.04	0.01	99.33	1.76	381.0	191006.0	99.75	479.0	0.25	2.09	0.86	37569.0	119.0	113706.0	99.5	565.0	0.5	1.93	0.94	26658.0	148.0	18266.0	98.49	276.0	1.51	1.29	0.67	1569.0	328.0
NNR00008418.17305.WGS.report.html	93.58	29.39	611139698.0	39238096.0	4957046.0	0.97	0.96	0.94	0.8	0.97	0.94	0.78	0.13	0.43	0.41	0.35	0.1	99.24	1.8	385.0	184251.0	99.81	344.0	0.19	2.08	0.73	36605.0	101.0	79418.0	98.8	951.0	1.2	1.9	0.52	19480.0	128.0	18814.0	98.3	320.0	1.7	1.21	0.5	2087.0	334.0
NNR00008427.16307.WGS.report.html	93.35	31.1	621501566.0	41309918.0	5695588.0	0.97	0.96	0.94	0.83	0.97	0.94	0.81	0.17	0.43	0.42	0.36	0.1	99.64	1.09	397.0	187475.0	99.81	360.0	0.19	2.08	1.08	37981.0	67.0	81051.0	99.22	630.0	0.78	1.9	1.04	20782.0	121.0	13257.0	98.63	182.0	1.37	1.13	1.04	1639.0	146.0
NNR00008434.16308.WGS.report.html	93.6	30.74	616661430.0	39482028.0	4967145.0	0.97	0.96	0.94	0.84	0.97	0.94	0.82	0.17	0.43	0.42	0.36	0.09	99.66	1.08	390.0	185551.0	99.86	251.0	0.14	2.1	0.89	37486.0	57.0	80326.0	99.32	546.0	0.68	1.91	1.38	20368.0	103.0	12287.0	98.58	174.0	1.42	1.11	0.96	1554.0	136.0
NNR00008509.16309.WGS.report.html	97.39	32.84	630852972.0	16466604.0	4965105.0	0.97	0.96	0.94	0.85	0.97	0.94	0.83	0.22	0.43	0.42	0.37	0.12	99.71	0.8	389.0	185255.0	99.85	282.0	0.15	2.1	1.03	37027.0	48.0	79130.0	99.46	430.0	0.54	1.9	1.29	20295.0	98.0	14074.0	98.54	206.0	1.46	1.13	0.75	1684.0	144.0
NNR00008511.16310.WGS.report.html	98.15	37.53	692248628.0	12838386.0	5964522.0	0.97	0.96	0.96	0.91	0.97	0.96	0.9	0.33	0.43	0.42	0.39	0.16	99.77	1.0	380.0	187855.0	99.82	336.0	0.18	2.08	1.04	38911.0	60.0	80634.0	99.08	745.0	0.92	1.88	0.7	21380.0	95.0	13737.0	98.49	208.0	1.51	1.13	0.73	1696.0	139.0
NNR00008512.16311.WGS.report.html	98.13	37.14	698463258.0	13033822.0	5867937.0	0.97	0.96	0.96	0.91	0.97	0.96	0.9	0.35	0.41	0.4	0.37	0.16	99.77	1.0	385.0	190177.0	99.78	423.0	0.22	2.09	0.97	39300.0	64.0	79979.0	99.26	588.0	0.74	1.9	0.63	21419.0	62.0	13735.0	98.78	168.0	1.22	1.19	0.56	1859.0	121.0
NNR00008513.16312.WGS.report.html	98.13	35.52	668590770.0	12509364.0	5509148.0	0.97	0.96	0.95	0.9	0.97	0.96	0.89	0.29	0.43	0.42	0.39	0.14	99.75	1.02	385.0	184257.0	99.85	276.0	0.15	2.09	0.92	38247.0	65.0	82159.0	99.17	679.0	0.83	1.9	0.62	21713.0	101.0	13328.0	98.74	168.0	1.26	1.14	0.58	1668.0	139.0
NNR00008514.16313.WGS.report.html	98.13	35.32	677369220.0	12643338.0	7328765.0	0.97	0.96	0.95	0.89	0.97	0.96	0.88	0.33	0.43	0.41	0.36	0.14	99.74	0.97	367.0	188897.0	99.61	745.0	0.39	2.09	2.69	38904.0	74.0	80566.0	97.81	1768.0	2.19	1.93	3.26	21239.0	166.0	14160.0	97.55	347.0	2.45	1.15	1.99	1841.0	110.0
NNR00008515.16314.WGS.report.html	98.13	27.89	534145596.0	10002018.0	4649875.0	0.97	0.96	0.93	0.78	0.97	0.94	0.77	0.1	0.43	0.41	0.34	0.06	99.73	1.01	388.0	178939.0	99.79	376.0	0.21	2.09	0.63	36977.0	58.0	81683.0	99.0	819.0	1.0	1.89	0.63	21053.0	77.0	12858.0	98.4	206.0	1.6	1.15	0.75	1775.0	92.0
NNR00008590.16315.WGS.report.html	98.1	38.13	735227612.0	13963138.0	6512315.0	0.97	0.96	0.95	0.9	0.97	0.97	0.96	0.89	0.1	0.06	0.05	0.02	99.75	0.78	395.0	188372.0	99.87	245.0	0.13	2.09	0.81	38896.0	84.0	110602.0	99.72	315.0	0.28	1.94	0.92	27550.0	90.0	12888.0	99.07	120.0	0.93	1.24	0.67	1074.0	95.0
NNR00008616.16316.WGS.report.html	98.14	31.64	606922606.0	11286136.0	5211647.0	0.97	0.96	0.95	0.86	0.97	0.97	0.95	0.86	0.09	0.06	0.04	0.01	99.79	1.03	399.0	188780.0	99.82	347.0	0.18	2.09	0.72	38990.0	61.0	110419.0	99.66	372.0	0.34	1.92	0.8	27098.0	81.0	12301.0	99.05	117.0	0.95	1.21	0.56	1006.0	96.0
NNR00008617.16317.WGS.report.html	98.29	32.62	606033854.0	10345758.0	4880305.0	0.97	0.96	0.95	0.87	0.97	0.95	0.84	0.19	0.43	0.42	0.37	0.1	99.75	1.01	392.0	185897.0	99.82	330.0	0.18	2.08	0.88	38544.0	62.0	78671.0	99.06	739.0	0.94	1.91	0.6	21018.0	85.0	13541.0	98.51	202.0	1.49	1.16	0.63	1677.0	120.0
NNR00008618.16541.WGS.report.html	98.1	30.93	590615246.0	11202818.0	4684227.0	0.97	0.96	0.95	0.85	0.97	0.97	0.95	0.84	0.09	0.06	0.04	0.01	99.79	0.95	397.0	182644.0	99.83	314.0	0.17	2.08	0.93	37863.0	64.0	113291.0	99.65	401.0	0.35	1.92	0.78	27380.0	89.0	12060.0	99.12	106.0	0.88	1.23	0.68	1020.0	101.0
NNR00008619.16542.WGS.report.html	96.44	31.33	608516252.0	21666908.0	5418588.0	0.97	0.96	0.95	0.87	0.97	0.97	0.95	0.86	0.09	0.06	0.04	0.01	99.79	0.75	387.0	187459.0	99.84	302.0	0.16	2.08	1.04	39235.0	51.0	110582.0	99.7	337.0	0.3	1.93	0.99	27396.0	98.0	12129.0	99.16	102.0	0.84	1.23	0.73	1081.0	98.0
NNR00008620.16543.WGS.report.html	96.45	27.99	535272190.0	19014216.0	4144983.0	0.97	0.96	0.95	0.8	0.97	0.94	0.76	0.08	0.43	0.41	0.34	0.06	99.77	0.78	405.0	185762.0	99.83	322.0	0.17	2.09	1.09	38918.0	56.0	78339.0	99.23	604.0	0.77	1.9	0.89	20835.0	83.0	14544.0	98.69	191.0	1.31	1.18	0.75	2085.0	116.0
NNR00008622.16544.WGS.report.html	97.22	37.71	732743164.0	20337088.0	5927211.0	0.97	0.97	0.96	0.92	0.97	0.97	0.96	0.92	0.09	0.06	0.05	0.02	99.8	0.82	395.0	187028.0	99.87	241.0	0.13	2.07	1.04	39446.0	61.0	110604.0	99.75	280.0	0.25	1.92	0.89	27934.0	83.0	13273.0	99.16	112.0	0.84	1.21	0.72	1196.0	124.0
NNR00008671.16545.WGS.report.html	98.61	34.19	638925910.0	8886646.0	5595358.0	0.97	0.96	0.96	0.9	0.97	0.96	0.88	0.23	0.43	0.41	0.35	0.1	99.69	1.07	398.0	190854.0	99.84	299.0	0.16	2.08	1.03	39152.0	51.0	75945.0	99.37	482.0	0.63	1.91	1.02	21254.0	99.0	13850.0	98.74	174.0	1.26	1.14	0.76	1935.0	133.0
NNR00008674.16546.WGS.report.html	98.66	36.18	686758740.0	9177978.0	5295996.0	0.97	0.96	0.96	0.91	0.97	0.96	0.89	0.31	0.43	0.41	0.36	0.13	99.71	1.11	378.0	186813.0	99.87	248.0	0.13	2.08	1.05	38975.0	53.0	78437.0	99.42	454.0	0.58	1.88	1.01	21734.0	83.0	14610.0	98.43	229.0	1.57	1.12	0.78	2051.0	140.0
NNR00008675.16883.WGS.report.html	98.08	28.41	534742214.0	10246192.0	4327041.0	0.97	0.96	0.95	0.81	0.97	0.95	0.77	0.09	0.43	0.42	0.35	0.08	99.76	0.74	394.0	185992.0	99.82	341.0	0.18	2.09	0.85	38821.0	61.0	75313.0	99.12	665.0	0.88	1.91	0.82	20415.0	101.0	13235.0	98.44	207.0	1.56	1.14	1.03	1631.0	138.0
NNR00008676.16547.WGS.report.html	99.41	37.61	698181484.0	4117032.0	5663750.0	0.97	0.96	0.96	0.91	0.97	0.96	0.9	0.34	0.43	0.42	0.4	0.17	99.74	0.88	390.0	185658.0	99.86	253.0	0.14	2.09	1.14	38864.0	63.0	78040.0	99.43	448.0	0.57	1.92	1.01	21646.0	100.0	14077.0	98.34	234.0	1.66	1.15	0.75	1985.0	109.0
NNR00008677.16548.WGS.report.html	98.1	32.35	605288950.0	11474528.0	5497229.0	0.97	0.96	0.95	0.87	0.97	0.96	0.85	0.18	0.43	0.42	0.37	0.09	99.77	0.77	381.0	188172.0	99.83	318.0	0.17	2.07	1.03	39114.0	69.0	76773.0	99.24	587.0	0.76	1.88	1.0	20720.0	93.0	14114.0	98.68	187.0	1.32	1.18	0.93	1942.0	100.0
NNR00008678.16549.WGS.report.html	99.41	32.07	598738598.0	3537054.0	4825135.0	0.97	0.96	0.95	0.87	0.97	0.95	0.85	0.18	0.43	0.42	0.37	0.1	99.75	0.86	391.0	180867.0	99.83	313.0	0.17	2.09	0.87	38315.0	59.0	79922.0	99.35	521.0	0.65	1.89	1.11	21689.0	86.0	12687.0	98.56	183.0	1.44	1.15	1.03	1374.0	120.0
NNR00008679.17306.WGS.report.html	98.1	23.81	452508890.0	8595462.0	3816817.0	0.97	0.96	0.93	0.64	0.97	0.96	0.93	0.62	0.09	0.05	0.03	0.01	99.72	0.8	392.0	190793.0	99.75	469.0	0.25	2.08	0.76	38957.0	111.0	108882.0	99.58	460.0	0.42	1.93	0.89	26837.0	122.0	18417.0	98.28	316.0	1.72	1.26	0.54	1697.0	376.0
NNR00008680.17307.WGS.report.html	99.47	29.52	549447422.0	2929660.0	4579497.0	0.97	0.96	0.95	0.82	0.97	0.97	0.95	0.81	0.09	0.06	0.04	0.01	99.73	1.0	394.0	184521.0	99.8	361.0	0.2	2.08	0.8	38379.0	126.0	111860.0	99.7	341.0	0.3	1.92	0.97	27438.0	95.0	18958.0	98.62	261.0	1.38	1.29	0.74	1714.0	356.0
NNR00008681.17308.WGS.report.html	98.99	24.16	453488508.0	4563878.0	3823902.0	0.97	0.96	0.94	0.66	0.97	0.97	0.94	0.64	0.09	0.06	0.03	0.01	99.72	0.93	392.0	192007.0	99.7	567.0	0.3	2.07	0.96	39619.0	136.0	115587.0	99.48	606.0	0.52	1.91	1.01	28624.0	104.0	19061.0	98.58	270.0	1.42	1.27	0.65	1670.0	338.0
NNR00008682.17420.WGS.report.html	98.37	35.51	667920552.0	10872706.0	5612270.0	0.97	0.97	0.96	0.91	0.97	0.97	0.96	0.9	0.09	0.06	0.05	0.02	99.74	0.92	392.0	189928.0	99.84	305.0	0.16	2.07	0.8	39997.0	115.0	110895.0	99.69	345.0	0.31	1.92	0.97	27812.0	97.0	19442.0	98.49	293.0	1.51	1.28	0.84	1755.0	392.0
NNR00008683.16884.WGS.report.html	99.41	27.46	519046352.0	3068494.0	4414652.0	0.97	0.96	0.95	0.78	0.97	0.97	0.95	0.77	0.09	0.05	0.04	0.01	99.78	0.87	396.0	186132.0	99.82	340.0	0.18	2.09	0.95	38697.0	63.0	108104.0	99.65	383.0	0.35	1.92	0.99	26727.0	112.0	11427.0	99.17	95.0	0.83	1.22	0.53	980.0	97.0
NNR00008684.16550.WGS.report.html	99.41	40.51	767180900.0	4507250.0	6988231.0	0.97	0.96	0.96	0.92	0.97	0.97	0.96	0.92	0.09	0.06	0.05	0.02	99.78	0.85	389.0	185731.0	99.83	312.0	0.17	2.07	0.94	39198.0	86.0	114362.0	99.72	320.0	0.28	1.92	1.12	28475.0	92.0	13299.0	98.74	167.0	1.26	1.2	0.67	1159.0	131.0
NNR00008685.16551.WGS.report.html	99.41	37.87	696773910.0	4134214.0	5874691.0	0.97	0.96	0.96	0.91	0.97	0.96	0.9	0.35	0.43	0.41	0.36	0.14	99.74	0.88	391.0	185051.0	99.83	309.0	0.17	2.08	1.02	38960.0	60.0	78034.0	99.47	410.0	0.53	1.91	1.0	21616.0	67.0	14582.0	98.92	157.0	1.08	1.15	0.59	2008.0	123.0
NNR00008686.16552.WGS.report.html	99.41	32.71	596130520.0	3526692.0	4704926.0	0.97	0.96	0.95	0.87	0.97	0.95	0.84	0.18	0.43	0.42	0.37	0.1	99.75	0.87	391.0	190376.0	99.76	451.0	0.24	2.09	1.1	39416.0	77.0	78420.0	99.2	625.0	0.8	1.91	1.0	21448.0	112.0	13967.0	98.73	178.0	1.27	1.14	1.17	1927.0	115.0
NNR00008687.16553.WGS.report.html	99.41	36.1	688251730.0	4061044.0	5532836.0	0.97	0.96	0.96	0.91	0.97	0.97	0.96	0.9	0.09	0.06	0.05	0.02	99.78	0.87	393.0	189245.0	99.85	290.0	0.15	2.08	1.27	39635.0	69.0	113143.0	99.76	266.0	0.24	1.93	1.08	28254.0	79.0	12980.0	99.0	130.0	1.0	1.23	0.78	1156.0	108.0
NNR00008688.16554.WGS.report.html	99.41	32.77	617900704.0	3633692.0	5288262.0	0.97	0.96	0.95	0.88	0.97	0.97	0.96	0.87	0.09	0.06	0.04	0.01	99.8	0.82	382.0	184535.0	99.85	284.0	0.15	2.09	1.15	38699.0	35.0	112724.0	99.69	350.0	0.31	1.92	1.12	28224.0	91.0	12612.0	99.09	115.0	0.91	1.23	0.72	1086.0	94.0
NNR00008689.16555.WGS.report.html	99.41	32.75	603633150.0	3559524.0	5260209.0	0.97	0.96	0.95	0.88	0.97	0.96	0.85	0.18	0.43	0.42	0.38	0.1	99.74	0.88	392.0	186974.0	99.84	298.0	0.16	2.09	1.1	39144.0	67.0	79391.0	99.2	633.0	0.8	1.91	0.9	21575.0	88.0	13211.0	98.8	159.0	1.2	1.12	0.83	1666.0	122.0
NNR00008690.16556.WGS.report.html	99.41	32.75	611101524.0	3607202.0	5228396.0	0.97	0.96	0.95	0.87	0.97	0.97	0.95	0.86	0.09	0.06	0.04	0.01	99.78	0.89	394.0	191079.0	99.81	369.0	0.19	2.09	1.08	39687.0	73.0	111941.0	99.68	361.0	0.32	1.92	0.92	27652.0	84.0	12070.0	98.99	122.0	1.01	1.24	0.58	1047.0	99.0
NNR00008808.17419.WGS.report.html	99.01	28.17	542798584.0	5351684.0	4693810.0	0.97	0.96	0.95	0.81	0.97	0.97	0.95	0.8	0.09	0.06	0.04	0.01	99.71	1.14	401.0	189483.0	99.75	482.0	0.25	2.07	1.15	39451.0	114.0	110188.0	99.55	500.0	0.45	1.93	0.86	27654.0	96.0	18280.0	98.48	277.0	1.52	1.28	0.82	1605.0	346.0
NNR00008899.16885.WGS.report.html	97.94	31.0	589919466.0	12178566.0	4261695.0	0.97	0.96	0.95	0.85	0.97	0.95	0.83	0.16	0.43	0.42	0.37	0.09	99.64	1.38	395.0	187029.0	99.76	455.0	0.24	2.09	1.42	38331.0	74.0	79987.0	99.17	663.0	0.83	1.94	1.15	21086.0	117.0	13636.0	98.47	208.0	1.53	1.14	0.84	1954.0	158.0
NNR00008905.16557.WGS.report.html	97.54	25.5	498066158.0	12259650.0	3580637.0	0.97	0.96	0.94	0.72	0.97	0.96	0.94	0.71	0.09	0.05	0.03	0.01	99.69	1.48	395.0	184455.0	99.8	369.0	0.2	2.1	0.87	36894.0	53.0	109621.0	99.66	377.0	0.34	1.94	0.75	26309.0	74.0	11677.0	98.93	125.0	1.07	1.2	0.56	1006.0	122.0
NNR00008907.16886.WGS.report.html	97.86	29.78	565321286.0	12078038.0	4277483.0	0.97	0.96	0.95	0.84	0.97	0.95	0.81	0.12	0.43	0.4	0.32	0.06	99.66	1.5	396.0	184372.0	99.85	284.0	0.15	2.09	1.06	37758.0	44.0	76091.0	99.1	687.0	0.9	1.93	0.93	19982.0	73.0	13311.0	98.41	211.0	1.59	1.15	0.8	1793.0	112.0
NNR00008997.17309.WGS.report.html	98.49	29.7	562929596.0	8489878.0	4671859.0	0.97	0.96	0.95	0.82	0.97	0.95	0.8	0.14	0.43	0.42	0.35	0.08	99.6	0.94	392.0	188218.0	99.84	306.0	0.16	2.1	0.91	38720.0	133.0	81887.0	99.31	567.0	0.69	1.91	1.31	21695.0	116.0	20898.0	98.44	326.0	1.56	1.22	0.76	2615.0	389.0
NNR00009006.17310.WGS.report.html	97.9	58.92	1152665168.0	24223018.0	8527642.0	0.97	0.97	0.96	0.95	0.97	0.97	0.97	0.95	0.1	0.07	0.06	0.04	99.74	1.02	404.0	186009.0	99.85	288.0	0.15	2.06	0.79	39075.0	114.0	115191.0	99.68	366.0	0.32	1.89	1.04	28690.0	119.0	22180.0	98.3	378.0	1.7	1.28	0.76	2006.0	423.0
NNR00009007.17311.WGS.report.html	97.82	56.14	1070305482.0	23370244.0	8782885.0	0.97	0.97	0.96	0.95	0.97	0.97	0.95	0.81	0.43	0.42	0.41	0.34	99.69	1.01	400.0	190462.0	99.82	346.0	0.18	2.06	1.01	39842.0	144.0	83204.0	99.52	402.0	0.48	1.89	0.93	23364.0	129.0	22184.0	98.47	339.0	1.53	1.2	0.59	2775.0	393.0
NNR00009032.16630.WGS.report.html	98.65	32.14	631407548.0	8507430.0	5010988.0	0.97	0.96	0.94	0.85	0.97	0.96	0.95	0.84	0.1	0.06	0.04	0.01	99.74	0.73	363.0	185987.0	99.85	284.0	0.15	2.09	1.03	37512.0	65.0	114470.0	99.74	295.0	0.26	1.92	1.38	26758.0	79.0	12927.0	98.92	140.0	1.08	1.21	0.47	1105.0	118.0
NNR00009072.16631.WGS.report.html	97.3	30.92	593835242.0	16007066.0	5846990.0	0.97	0.96	0.94	0.84	0.97	0.94	0.82	0.16	0.43	0.41	0.36	0.09	99.7	0.95	400.0	182148.0	99.83	311.0	0.17	2.1	1.07	36099.0	62.0	79005.0	99.3	551.0	0.7	1.93	1.21	19719.0	92.0	13297.0	98.5	200.0	1.5	1.12	0.82	1572.0	141.0
NNR00009073.16632.WGS.report.html	96.9	36.57	709770922.0	22011228.0	6548853.0	0.97	0.96	0.95	0.88	0.97	0.95	0.88	0.36	0.43	0.42	0.38	0.17	99.67	0.98	406.0	185338.0	99.85	271.0	0.15	2.09	1.05	36243.0	65.0	78816.0	99.52	375.0	0.48	1.91	0.96	19455.0	89.0	15297.0	98.61	213.0	1.39	1.17	0.75	2103.0	133.0
NNR00009074.16633.WGS.report.html	96.9	33.54	655473462.0	20322172.0	5404599.0	0.97	0.96	0.94	0.86	0.97	0.95	0.85	0.27	0.43	0.42	0.37	0.13	99.67	0.98	405.0	186126.0	99.78	415.0	0.22	2.1	1.14	36481.0	53.0	79470.0	99.44	447.0	0.56	1.92	1.03	19807.0	85.0	14298.0	98.52	212.0	1.48	1.16	0.78	1880.0	154.0
NNR00009075.16634.WGS.report.html	96.9	33.58	656188298.0	20330902.0	5625695.0	0.97	0.96	0.94	0.87	0.97	0.95	0.86	0.26	0.43	0.41	0.37	0.13	99.68	0.98	404.0	191341.0	99.81	357.0	0.19	2.1	1.15	37343.0	69.0	80464.0	99.29	570.0	0.71	1.92	1.07	19835.0	98.0	13457.0	98.03	265.0	1.97	1.15	0.88	1792.0	102.0
NNR00009076.16635.WGS.report.html	96.89	33.78	657896026.0	20484266.0	5460988.0	0.97	0.96	0.94	0.87	0.97	0.95	0.86	0.27	0.43	0.4	0.35	0.11	99.7	0.94	398.0	182994.0	99.83	307.0	0.17	2.1	0.83	35993.0	52.0	75222.0	99.38	464.0	0.62	1.92	1.15	18981.0	90.0	14066.0	98.74	177.0	1.26	1.12	0.75	1859.0	154.0
NNR00009077.16636.WGS.report.html	96.89	32.37	642546830.0	20007896.0	5752124.0	0.97	0.96	0.94	0.86	0.97	0.96	0.94	0.86	0.1	0.06	0.04	0.01	99.74	0.95	399.0	184584.0	99.84	299.0	0.16	2.1	0.86	36123.0	52.0	114602.0	99.69	359.0	0.31	1.94	1.03	25865.0	87.0	12682.0	99.16	106.0	0.84	1.23	0.47	1104.0	116.0
NNR00009078.16637.WGS.report.html	96.9	35.8	698167370.0	21616582.0	5632025.0	0.97	0.96	0.94	0.88	0.97	0.95	0.88	0.34	0.43	0.42	0.39	0.16	99.7	0.95	400.0	185129.0	99.86	266.0	0.14	2.1	0.8	36487.0	55.0	82844.0	99.45	458.0	0.55	1.92	0.98	20622.0	94.0	13731.0	98.59	194.0	1.41	1.13	0.78	1626.0	124.0
NNR00009079.16638.WGS.report.html	96.88	30.95	608556062.0	19000442.0	5016436.0	0.97	0.96	0.94	0.83	0.97	0.94	0.81	0.2	0.43	0.41	0.35	0.1	99.67	0.93	394.0	184494.0	99.84	294.0	0.16	2.09	1.28	35921.0	68.0	79457.0	99.34	526.0	0.66	1.92	1.18	19156.0	106.0	13822.0	98.55	200.0	1.45	1.13	0.87	1745.0	104.0
